similar_product,similar_inv_pk,similarity_score,similar_brd_name,similar_dpt_name,original_product,inv_pk,brd_name
og garbanzo beans,486161,0.9075553,Made With                     ,Packaged Grocery              ,seltzer cranberry clementine,43289,Field Day                     
og black beans,486160,0.91954565,Made With                     ,Packaged Grocery              ,seltzer cranberry clementine,43289,Field Day                     
og chopped dates,486034,0.94951,Let's Date                    ,Packaged Grocery              ,seltzer cranberry clementine,43289,Field Day                     
decorative sugar crystals red,485961,0.9020138,Color Garden                  ,Packaged Grocery              ,potato chips sour cream onion,43245,Bob's Red Mill                
gf cornstarch,134033,0.9062267,Bob's Red Mill                ,Packaged Grocery              ,potato chips sour cream onion,43245,Bob's Red Mill                
wheat germ cereal,65550,0.90237045,Bob's Red Mill                ,Packaged Grocery              ,potato chips sour cream onion,43245,Bob's Red Mill                
muffin mix blueberry gf,60007,0.9009653,Bob's Red Mill                ,Packaged Grocery              ,potato chips sour cream onion,43245,Bob's Red Mill                
baking powder no aluminum,48617,0.91660416,Rumford                       ,Packaged Grocery              ,potato chips sour cream onion,43245,Bob's Red Mill                
original oat nut butter,553156,0.94105285,Michelle's Granola            ,Packaged Grocery              ,milk chocolate pretzel bar,43096,Field Day                     
instant oatmeal,417116,0.9030407,Woodstock                     ,Packaged Grocery              ,milk chocolate pretzel bar,43096,Field Day                     
og traditional rolled oats,417115,0.90264344,Woodstock                     ,Packaged Grocery              ,milk chocolate pretzel bar,43096,Field Day                     
peanut butter granola,282029,0.9321302,Bob's Red Mill                ,Packaged Grocery              ,milk chocolate pretzel bar,43096,Field Day                     
instant oatmeal original og,105748,0.91136414,Field Day                     ,Packaged Grocery              ,milk chocolate pretzel bar,43096,Field Day                     
oxygen brightener bleach alternative,1319908,0.93048614,Meliora                       ,Packaged Grocery              ,crispy onion,43050,Field Day                     
gentle cleaning scrub,1319907,0.9388232,Meliora                       ,Packaged Grocery              ,crispy onion,43050,Field Day                     
ecoclean disinfecting wipes,843344,0.9054412,Clorox                        ,Packaged Grocery              ,crispy onion,43050,Field Day                     
scrub daddyflex texture,661952,0.9193838,Scrub Daddy                   ,Packaged Grocery              ,crispy onion,43050,Field Day                     
lemongrass laundry powder,519889,0.9426471,Ingredients Matter            ,Packaged Grocery              ,crispy onion,43050,Field Day                     
oxygen brightener bleach alternative,1319908,0.91926223,Meliora                       ,Packaged Grocery              ,organic 85% pure dark chocolate bar,43053,Field Day                     
gentle cleaning scrub,1319907,0.9242414,Meliora                       ,Packaged Grocery              ,organic 85% pure dark chocolate bar,43053,Field Day                     
ecoclean disinfecting wipes,843344,0.9149488,Clorox                        ,Packaged Grocery              ,organic 85% pure dark chocolate bar,43053,Field Day                     
lavneder & mint dish soap,519885,0.90020716,Seventh Generation            ,Packaged Grocery              ,organic 85% pure dark chocolate bar,43053,Field Day                     
laundry detergent free & clear,452106,0.91713214,Seventh Generation            ,Packaged Grocery              ,organic 85% pure dark chocolate bar,43053,Field Day                     
organic strawberry puffs,1318917,0.904332,Once Upon A Farm              ,Packaged Grocery              ,dark chocolate morsels,42845,Peter Rabbit Organics         
organic greens baby food,1171804,0.9377024,Happy Baby                    ,Packaged Grocery              ,dark chocolate morsels,42845,Peter Rabbit Organics         
bluerasperry banana,553158,0.9137765,Peter Rabbit Organics         ,Packaged Grocery              ,dark chocolate morsels,42845,Peter Rabbit Organics         
root vegetable pouch og,133596,0.91595596,Serenity Kids                 ,Packaged Grocery              ,dark chocolate morsels,42845,Peter Rabbit Organics         
og squash pouch,133589,0.9261833,Serenity Kids                 ,Packaged Grocery              ,dark chocolate morsels,42845,Peter Rabbit Organics         
ground beef sauce,1162777,0.9011019,Carfagna's                    ,Packaged Grocery              ,laundry liquid sport,42931,Montebello                    
og udon noodles,662965,0.9256859,Koyo Foods                    ,Packaged Grocery              ,laundry liquid sport,42931,Montebello                    
og wide udon noodles,662964,0.9248378,Koyo Foods                    ,Packaged Grocery              ,laundry liquid sport,42931,Montebello                    
og round udon noodles,662963,0.92349386,Koyo Foods                    ,Packaged Grocery              ,laundry liquid sport,42931,Montebello                    
og soba noodles,662962,0.9016384,Koyo Foods                    ,Packaged Grocery              ,laundry liquid sport,42931,Montebello                    
fajita seasoning,1351305,0.9388879,Siete                         ,Packaged Grocery              ,crackers table gluten free,42552,Simply Organic                
pollo rojo street taco grill seasoning,841342,0.90003246,Riega                         ,Packaged Grocery              ,crackers table gluten free,42552,Simply Organic                
classic tajin seasoning,585870,0.91163385,Tajin                         ,Packaged Grocery              ,crackers table gluten free,42552,Simply Organic                
cayenne pepper og,553026,0.9325172,Simply Organic                ,Packaged Grocery              ,crackers table gluten free,42552,Simply Organic                
chicken gravy mix,486292,0.9372457,Streit's                      ,Packaged Grocery              ,crackers table gluten free,42552,Simply Organic                
egg matzos,1351103,0.94368476,Streit's                      ,Packaged Grocery              ,crispbread chesnut og,42523,Mary's Gone Crackers          
crispy wheat crackers,1319864,0.9229282,Back To Nature                ,Packaged Grocery              ,crispbread chesnut og,42523,Mary's Gone Crackers          
rosemary whole wheat crackers,1319863,0.9250162,Back To Nature                ,Packaged Grocery              ,crispbread chesnut og,42523,Mary's Gone Crackers          
organic stoneground wheat crackers,1318859,0.92177814,Back To Nature                ,Packaged Grocery              ,crispbread chesnut og,42523,Mary's Gone Crackers          
3 seed sweet potato crackers,1171814,0.9006755,R  W  Garcia                  ,Packaged Grocery              ,crispbread chesnut og,42523,Mary's Gone Crackers          
organic keto all-purpose flour,1157779,0.90122354,Nature's Path                 ,Packaged Grocery              ,real butter popcorn,42530,Farmer Ground                 
maseca - corn masa flour - instant - 4 pound,1122274,0.90917194,Azteca Milling                ,Packaged Grocery              ,real butter popcorn,42530,Farmer Ground                 
og polenta,519724,0.9835776,Farmer Ground                 ,Packaged Grocery              ,real butter popcorn,42530,Farmer Ground                 
og whole grain spelt flour,519723,0.98247296,Farmer Ground                 ,Packaged Grocery              ,real butter popcorn,42530,Farmer Ground                 
christmas baking cups 32pk,485962,0.9432615,Color Garden                  ,Packaged Grocery              ,real butter popcorn,42530,Farmer Ground                 
cola 4pk,1351089,0.9259787,Virgil's                      ,Packaged Grocery              ,condensed sweetened coconut milk,42106,Field Day                     
hemp infused orange pop,1319904,0.9299835,Upstate Elevator Supply       ,Packaged Grocery              ,condensed sweetened coconut milk,42106,Field Day                     
hemp infused zesty lime ginger ale,1319903,0.93802536,Upstate Elevator Supply       ,Packaged Grocery              ,condensed sweetened coconut milk,42106,Field Day                     
hemp infused green mango seltzer,1319902,0.93316454,Upstate Elevator Supply       ,Packaged Grocery              ,condensed sweetened coconut milk,42106,Field Day                     
